geneSymbol	diseaseName
C1QTNF6	Diabetes, Autoimmune
C1QTNF6	Brittle diabetes
C1QTNF6	Diabetes Mellitus, Ketosis-Prone
VASN	Liver carcinoma
SLC26A9	Intestinal Obstruction
SLC26A9	CYSTIC FIBROSIS MODIFIER 1
SLC26A7	Schizophrenia
KCTD12	Bipolar Disorder
KCTD12	Schizophrenia
OMA1	Colorectal Cancer
DDIT4L	melanoma
SLC25A26	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28
FCRL3	Malignant neoplasm of breast
FCRL3	Graves Disease
FCRL3	Autoimmune thyroiditis
GBP4	Liver Cirrhosis, Experimental
UHRF2	Colorectal Cancer
FCHO2	Familial M̩ni̬re disease
TNFRSF13C	Common Variable Immunodeficiency
TNFRSF13C	Brain Lacerations
TNFRSF13C	Acquired Hypogammaglobulinemia
TNFRSF13C	Immunoglobulin Deficiency, Late-Onset
ALPK2	Metastatic melanoma
ALPK2	Undifferentiated carcinoma of ovary
ARL11	Chronic Lymphocytic Leukemia
ARL11	Liver Cirrhosis, Experimental
ARL11	Small Lymphocytic Lymphoma
ARL11	ovarian neoplasm
ARL11	Malignant neoplasm of ovary
ARL11	B-CELL MALIGNANCY, LOW-GRADE
CTHRC1	Barrett Esophagus
CTHRC1	Barrett Epithelium
CCDC151	Kartagener Syndrome
CCDC151	CILIARY DYSKINESIA, PRIMARY, 30
CCDC151	Polynesian Bronchiectasis
OSR2	Endometriosis
OSR2	Endometrioma
LYSMD3	Nicotine Dependence
LYSMD3	Tobacco Dependence
LYSMD3	Tobacco Use Disorder
LYSMD3	Nicotine Use Disorder
BATF2	melanoma
SLC22A12	Kidney Failure, Acute
SLC22A12	Renal hypouricemia
SLC22A12	Acute Kidney Insufficiency
SLC22A12	Acute kidney injury
FOXP4	Malignant neoplasm of breast
FOXP4	Malignant neoplasm of prostate
ZNF526	Profound Mental Retardation
ZNF526	Mental Retardation, Psychosocial
ZNF526	Mental deficiency
LRRC3B	Colorectal Carcinoma
LRRC3B	Malignant neoplasm of stomach
LRRC3B	Colorectal Cancer
LRRC3B	Hereditary Diffuse Gastric Cancer
NUS1	melanoma
NUS1	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa
COX20	Cytochrome-c Oxidase Deficiency
ACSM1	Schizophrenia
ACSM1	Unipolar Depression
ACSM1	Malignant neoplasm of lung
ACSM1	Major Depressive Disorder
C8orf34	Colorectal Cancer
SLC26A8	Schizophrenia
SLC26A8	Azoospermia, Nonobstructive
RAB39B	Epilepsy
RAB39B	Profound Mental Retardation
RAB39B	Mental Retardation, Psychosocial
RAB39B	Parkinson Disease
RAB39B	Epilepsy, Cryptogenic
RAB39B	Awakening Epilepsy
RAB39B	Waisman syndrome
RAB39B	Mental deficiency
RAB39B	Mental Retardation, X-Linked
RAB39B	Mental Retardation, X-Linked 1
GRIN3A	Bipolar Disorder
GRIN3A	Schizophrenia
GRIN3A	Erectile dysfunction
CLNK	Vitiligo
TSEN15	Cerebellar Hypoplasia
TSEN15	Pontocerebellar Hypoplasia Type 2
TSEN15	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F
FAM129A	Cholestasis
APOA5	Coronary Arteriosclerosis
APOA5	Hyperlipoproteinemia Type III
APOA5	Hyperlipoproteinemia Type IV
APOA5	Hyperlipoproteinemia Type V
APOA5	Coronary Artery Disease
APOA5	Pediatric Obesity
APOA5	Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial
APOA5	Adolescent Obesity
CNTROB	Polycystic Ovary Syndrome
CNTROB	Sclerocystic Ovaries
LRG1	Malignant tumor of colon
LRG1	Adenomatous Polyposis Coli
LRG1	Polyposis, Adenomatous Intestinal
LRG1	Familial Intestinal Polyposis
WDR17	Malignant neoplasm of liver
AGAP2	Malignant neoplasm of breast
CATSPER1	Spermatogenic Failure 7
THEM4	Liver carcinoma
CATSPER2	Deafness, Sensorineural, And Male Infertility
CATSPER2	Spermatogenic Failure 7
SCGB3A2	Asthma
SCGB3A2	Malignant neoplasm of breast
DCD	Malignant neoplasm of liver
TAGAP	Rheumatoid Arthritis
TAGAP	Crohn Disease
TAGAP	Pustulosis of Palms and Soles
TAGAP	Psoriasis
TAGAP	Crohn's disease of large bowel
TAGAP	Crohn's disease of the ileum
TAGAP	Regional enteritis
TAGAP	IIeocolitis
TMC1	Deafness, Autosomal Recessive 7
TMC1	Deafness, Autosomal Dominant 36
RLN3	Myocardial Ischemia
TWIST2	Barber Say syndrome
TWIST2	Congenital ectodermal dysplasia of face
TWIST2	ABLEPHARON-MACROSTOMIA SYNDROME
ANTXR2	Osteoporosis, Age-Related
ANTXR2	Arthrogryposis
ANTXR2	fibroma
ANTXR2	Fibromatosis
ANTXR2	Gingival Hypertrophy
ANTXR2	Osteoporosis
ANTXR2	Osteoporosis, Senile
ANTXR2	Ankylosing spondylitis
ANTXR2	Myxofibroma
ANTXR2	Malignant neoplasm of prostate
ANTXR2	Post-Traumatic Osteoporosis
ANTXR2	Hyalinosis, Systemic
MSS51	Schizophrenia
ZFYVE27	Charcot-Marie-Tooth Disease
ZFYVE27	Spastic Paraplegia, Hereditary
ZFYVE27	Spastic Paraplegia 33, Autosomal Dominant
MMP21	Cutaneous Fibrous Histiocytoma
MMP21	Situs Inversus
MMP21	Asplenia Syndrome
MMP21	Histiocytoma, Benign Fibrous
MMP21	Polysplenia Syndrome
MMP21	Situs ambiguus
MMP21	Situs ambiguous
MMP21	Heterotaxy Syndrome
MMP21	Right Atrial Isomerism
MMP21	Left Atrial Isomerism
MMP21	HETEROTAXY, VISCERAL, 7, AUTOSOMAL
GSTO2	Malignant neoplasm of urinary bladder
SFXN4	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18
OR4C46	Schizophrenia
FAT3	Squamous cell carcinoma of esophagus
CYP2R1	Liver Cirrhosis
CYP2R1	Osteopenia
CYP2R1	Fibrosis, Liver
CYP2R1	Vitamin D-dependent rickets, type 1
CYP2R1	Vitamin D Hydroxylation-Deficient Rickets, Type 1B
DBX1	AMYOTROPHIC LATERAL SCLEROSIS 1
DBX1	Amyotrophic Lateral Sclerosis, Sporadic
DNAJC24	Malignant neoplasm of breast
ARL14EP	Profound Mental Retardation
ARL14EP	Mental Retardation, Psychosocial
ARL14EP	Mental deficiency
LRRK2	Renal Cell Carcinoma
LRRK2	Endometriosis
LRRK2	Parkinson Disease
LRRK2	Schizophrenia
LRRK2	Ramsay Hunt Paralysis Syndrome
LRRK2	Endometrioma
LRRK2	Conventional (Clear Cell) Renal Cell Carcinoma
LRRK2	Autosomal Dominant Juvenile Parkinson Disease
LRRK2	Autosomal Dominant Parkinsonism
LRRK2	Autosomal Recessive Parkinsonism
LRRK2	Parkinsonism, Experimental
LRRK2	Familial Juvenile Parkinsonism
LRRK2	Parkinsonism, Juvenile
LRRK2	Chromophobe Renal Cell Carcinoma
LRRK2	Sarcomatoid Renal Cell Carcinoma
LRRK2	Collecting Duct Carcinoma of the Kidney
LRRK2	Papillary Renal Cell Carcinoma
LRRK2	Ovarian Mucinous Adenocarcinoma
LRRK2	Ovarian Serous Adenocarcinoma
LRRK2	PARKINSON DISEASE 8 (disorder)
LRRK2	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE
LRRK2	Autosomal dominant late onset Parkinson disease
LRRK2	Young onset Parkinson disease
SDR9C7	Congenital ichthyosis
SDR9C7	Palmoplantar Keratosis
SDR9C7	Congenital Nonbullous Ichthyosiform Erythroderma
SDR9C7	Harlequin Fetus
SDR9C7	Erythrokeratoderma
SDR9C7	Ichthyosis Congenita II
SDR9C7	Collodion Fetus
SDR9C7	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 13
TMEM132D	Small cell carcinoma of lung
TMEM132D	Malignant neoplasm of liver
SLC15A4	Lupus Erythematosus, Systemic
SLC15A4	Libman-Sacks Disease
TPH2	Alcohol Use Disorder
TPH2	Bipolar Disorder
TPH2	Depression, Bipolar
TPH2	Mental Depression
TPH2	Endogenous depression
TPH2	Involutional Depression
TPH2	Depressive disorder
TPH2	Melancholia
TPH2	Schizophrenia
TPH2	Paranoid Schizophrenia
TPH2	Attention Deficit Disorder
TPH2	Unipolar Depression
TPH2	Alcohol abuse
TPH2	Depressive Syndrome
TPH2	Depression, Neurotic
TPH2	Cocaine Dependence
TPH2	Attention deficit hyperactivity disorder
TPH2	Major Depressive Disorder
TPH2	Minimal Brain Dysfunction
TPH2	Involutional paraphrenia
TPH2	Psychosis, Involutional
SP7	Osteogenesis Imperfecta
SP7	Osteogenesis imperfecta type IV (disorder)
SP7	OSTEOGENESIS IMPERFECTA, TYPE XII
KRT74	Hypotrichosis
KRT74	Woolly hair, congenital
KRT74	Hypotrichosis Simplex of Scalp
KRT74	WOOLLY HAIR, AUTOSOMAL DOMINANT
KRT74	Ectodermal Dysplasia, Pure Hair-Nail Type
KRT74	HYPOTRICHOSIS 3
KRT74	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE
FGD4	Charcot-Marie-Tooth Disease
FGD4	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H
BTBD11	Malignant neoplasm of liver
ANO4	Drug abuse
ANO4	Endometriosis
ANO4	Organic Mental Disorders, Substance-Induced
ANO4	Substance Dependence
ANO4	Endometrioma
ANO4	Substance abuse problem
CSNK1A1L	Colorectal Cancer
RXFP2	Cryptorchidism
RXFP2	Bilateral Cryptorchidism
RXFP2	Unilateral Cryptorchidism
RXFP2	Abdominal Cryptorchidism
SPACA7	Colorectal Cancer
ANKRD9	Juvenile-Onset Still Disease
ANKRD9	Juvenile arthritis
ANKRD9	Juvenile psoriatic arthritis
C14orf28	Bipolar Disorder
TRAPPC6B	Microcephaly
TRAPPC6B	Epileptic encephalopathy
PLD4	Rheumatoid Arthritis
PLD4	Liver Cirrhosis, Experimental
ADSSL1	MYOPATHY, DISTAL, 5
JDP2	Liver Cirrhosis, Experimental
JDP2	Liver carcinoma
ISCA2	Leukodystrophy
ISCA2	Multiple Mitochondrial Dysfunctions Syndrome
ISCA2	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4
TTC8	Retinitis Pigmentosa
TTC8	Polydactyly
TTC8	Bardet-Biedl Syndrome
TTC8	BARDET-BIEDL SYNDROME 8
TTC8	RETINITIS PIGMENTOSA 51
SLC24A4	Amelogenesis Imperfecta
SLC24A4	Amelogenesis Imperfecta hypomaturation type
SLC24A4	Amelogenesis Imperfecta, Type III
SLC24A4	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5
SLC25A29	Hepatitis, Toxic
SLC25A29	Drug-Induced Liver Disease
SLC25A29	Hepatitis, Drug-Induced
SLC25A29	Drug-Induced Acute Liver Injury
SLC25A29	Chemical and Drug Induced Liver Injury
SLC25A29	Chemically-Induced Liver Toxicity
MTFMT	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15
SLC51B	Primary biliary cirrhosis
SLC51B	Cholestasis
SLC51B	Biliary cirrhosis
SLC51B	Biliary Cirrhosis, Secondary
LRRC28	Liver Cirrhosis, Experimental
NIPA1	Spastic Paraplegia, Hereditary
NIPA1	SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT (disorder)
AGBL1	Fuchs Endothelial Dystrophy
AGBL1	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8
HYKK	Liver Cirrhosis, Experimental
DNAAF1	Kartagener Syndrome
DNAAF1	CILIARY DYSKINESIA, PRIMARY, 13
DNAAF1	Polynesian Bronchiectasis
CMTM3	Liver Cirrhosis, Experimental
CCDC78	Arthrogryposis
CCDC78	Centronuclear myopathy
CCDC78	X-linked centronuclear myopathy
CCDC78	Tubular Aggregate Myopathy
CCDC78	Congenital Fiber Type Disproportion
CCDC78	Congenital Structural Myopathy
CCDC78	Myopathy, Centronuclear, Autosomal Dominant
CCDC78	MYOPATHY, CENTRONUCLEAR, 4
CCDC78	Autosomal Recessive Centronuclear Myopathy
CCDC78	Autosomal Dominant Myotubular Myopathy
PAQR4	Malignant neoplasm of prostate
ANKS3	Situs Inversus
Sep-12	SPERMATOGENIC FAILURE 10
EARS2	Leukodystrophy
EARS2	Epileptic encephalopathy
EARS2	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12
METTL23	Profound Mental Retardation
METTL23	Mental Retardation, Psychosocial
METTL23	Mental deficiency
METTL23	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44
CANT1	Osteogenesis Imperfecta
CANT1	Desbuquois syndrome
CANT1	DESBUQUOIS DYSPLASIA, KIM VARIANT
CANT1	DESBUQUOIS DYSPLASIA 1
CANT1	EPIPHYSEAL DYSPLASIA, MULTIPLE, 7
USH1G	Usher Syndrome, Type I
USH1G	USHER SYNDROME, TYPE IG
USH1G	USHER SYNDROME, TYPE IB (disorder)
USH1G	USHER SYNDROME, TYPE IA, FORMERLY
USH1G	USHER SYNDROME, TYPE I, FRENCH VARIETY, FORMERLY
TMEM132E	DEAFNESS, AUTOSOMAL RECESSIVE (disorder)
B4GALNT2	Colorectal Cancer
SEZ6	Liver Cirrhosis, Experimental
SLC43A2	Liver Cirrhosis, Experimental
CYB5D2	Colorectal Cancer
EFCAB13	Malignant neoplasm of breast
WDR81	Hydrocephalus
WDR81	Cerebellar Hypoplasia
WDR81	Dysequilibrium syndrome
WDR81	Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 2
FAM210A	Malignant neoplasm of breast
FAM210A	Fracture, spiral
LOXHD1	DEAFNESS, AUTOSOMAL RECESSIVE 77 (disorder)
ZNF816	Pustulosis of Palms and Soles
ZNF816	Psoriasis
OR7D4	Mental Depression
OR7D4	Depressive disorder
CALR3	Hypertrophic Cardiomyopathy
CALR3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19
C19orf70	3-Methylglutaconic aciduria type 3
MBD3L2	Malignant neoplasm of stomach
MBD3L2	Hereditary Diffuse Gastric Cancer
CPT1C	melanoma
CPT1C	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT
ALDH16A1	Gout
ALDH16A1	Gout, HPRT-Related
ALDH16A1	Hyperuricemia
NLRP8	Malignant neoplasm of breast
NLRP8	Colorectal Cancer
WDR88	Malignant neoplasm of breast
JSRP1	Polycystic Ovary Syndrome
JSRP1	Sclerocystic Ovaries
MOB3A	Liver Cirrhosis, Experimental
GIPC3	DEAFNESS, AUTOSOMAL RECESSIVE (disorder)
GIPC3	DEAFNESS, AUTOSOMAL RECESSIVE 15
NDUFA11	Epileptic encephalopathy
NDUFA11	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFA11	NADH:Q(1) Oxidoreductase deficiency
CYP4F22	Congenital ichthyosis
CYP4F22	Congenital Nonbullous Ichthyosiform Erythroderma
CYP4F22	Harlequin Fetus
CYP4F22	Ichthyosis, Nonlamellar and Nonerythrodermic, Congenital, Autosomal Recessive
CYP4F22	ICHTHYOSIS, LAMELLAR, 3
CYP4F22	Ichthyosis Congenita II
CYP4F22	Collodion Fetus
KDF1	Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder)
KDF1	Colorectal Cancer
KDF1	ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE
B3GALT6	Ehlers-Danlos Syndrome
B3GALT6	Osteogenesis Imperfecta
B3GALT6	Spondyloepimetaphyseal Dysplasia With Joint Laxity
B3GALT6	EHLERS-DANLOS SYNDROME, PROGEROID FORM
B3GALT6	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2
GJB4	Palmoplantar Keratosis
GJB4	Hyperkeratosis, Epidermolytic
GJB4	Erythrokeratodermia variabilis
GJB4	Erythrokeratoderma
GJB4	Greither Disease
GJB4	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 2
C1orf87	Malignant neoplasm of breast
ARL8A	Liver Cirrhosis, Experimental
SYT2	Arthrogryposis
SYT2	Charcot-Marie-Tooth Disease
SYT2	Myasthenic Syndromes, Congenital
SYT2	Congenital Myasthenic Syndromes, Postsynaptic
SYT2	Congenital Myasthenic Syndromes, Presynaptic
SYT2	Myasthenic Syndromes, Congenital, Slow Channel
SYT2	MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC
UHMK1	Bipolar Disorder
UHMK1	Schizophrenia
LIX1L	Congenital anemia
EDARADD	Hypodontia
EDARADD	Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder)
EDARADD	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive
EDARADD	Ectodermal Dysplasia 3, Anhidrotic
EDARADD	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE
EDARADD	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT
EDARADD	Oligodontia
TMEM125	Malignant neoplasm of breast
IQGAP3	Autism Spectrum Disorders
NAXE	Leukodystrophy
NAXE	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY
DRAM2	Retinitis Pigmentosa
DRAM2	Retinal dystrophy with early macular involvement
SNHG11	Malignant neoplasm of liver
ZNF831	melanoma
TBC1D20	Microcephaly
TBC1D20	Epileptic encephalopathy
TBC1D20	Warburg Sjo Fledelius syndrome
PROKR2	Bipolar Disorder
PROKR2	Kallmann Syndrome
PROKR2	Amphetamine Addiction
PROKR2	Amphetamine Abuse
PROKR2	Septo-Optic Dysplasia
PROKR2	Idiopathic hypogonadotropic hypogonadism
PROKR2	Kallmann Syndrome 1
PROKR2	Kallmann Syndrome 2 (disorder)
PROKR2	Kallmann syndrome, type 3, recessive
PROKR2	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA
PROKR2	Pituitary stalk interruption syndrome
CHMP4B	Cataract
CHMP4B	Posterior subcapsular cataract
CHMP4B	Cataract, posterior polar, 3
TANGO2	METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION
DIS3L2	Nephroblastoma
DIS3L2	Nephroblastomatosis, fetal ascites, macrosomia and Wilms tumor
TMEM18	Diabetes Mellitus, Non-Insulin-Dependent
TMEM18	Obesity
BBS5	Polydactyly
BBS5	Bardet-Biedl Syndrome
BBS5	BARDET-BIEDL SYNDROME 5
AP1S3	Pustulosis of Palms and Soles
AP1S3	Psoriasis
AP1S3	Generalized pustular psoriasis
AP1S3	Acrodermatitis continua of Hallopeau
ACVR1C	Squamous cell carcinoma of lung
ALS2CR12	Anthracosis
ZNF513	Retinitis Pigmentosa
ZNF513	RETINITIS PIGMENTOSA 58
CPO	Colorectal Cancer
PQLC3	Liver Cirrhosis, Experimental
PQLC3	Malignant neoplasm of liver
AHSA2P	Malignant neoplasm of breast
DNAJC19	3-@METHYLGLUTACONIC ACIDURIA, TYPE V
DNAJC19	Left ventricular noncompaction cardiomyopathy
FAM3D	Schizophrenia
KLHL40	Arthrogryposis
KLHL40	NEMALINE MYOPATHY 8
FAM131A	Malignant neoplasm of breast
CD200R1	Liver Cirrhosis, Experimental
DCBLD2	Malignant neoplasm of stomach
DCBLD2	Polycystic Ovary Syndrome
DCBLD2	Sclerocystic Ovaries
DCBLD2	Hereditary Diffuse Gastric Cancer
FAM43A	Liver Cirrhosis, Experimental
UROC1	Profound Mental Retardation
UROC1	Mental Retardation, Psychosocial
UROC1	Urocanase deficiency
UROC1	Tremor, Rubral
UROC1	Mental deficiency
NUDT16	Liver Cirrhosis, Experimental
GRK7	Metastatic melanoma
METTL6	Malignant neoplasm of breast
METTL6	Breast Carcinoma
RTP1	Malignant neoplasm of breast
GLYCTK	D-Glyceric aciduria
GLYCTK	Epileptic encephalopathy
GLYCTK	D-glycericacidemia
GLYCTK	Deficiency of glycerate kinase
TMEM155	Diabetes Mellitus, Non-Insulin-Dependent
SPATA18	Malignant neoplasm of prostate
GNPDA2	Obesity
EVC2	Ellis-Van Creveld Syndrome
EVC2	Osteogenesis Imperfecta
EVC2	Polydactyly
EVC2	Weyers acrofacial dysostosis
EVC2	Colorectal Cancer
IL31RA	Amyloidosis, Primary Cutaneous
IL31RA	Familial lichen amyloidosis
IL31RA	Brain Lacerations
IL31RA	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 2
IL31RA	Periodic Fever Syndrome
EMB	Liver Cirrhosis, Experimental
EMB	Dermatitis, Allergic Contact
PPARGC1B	Malignant neoplasm of breast
PPARGC1B	Hyperlipidemia
PPARGC1B	Obesity
PPARGC1B	Breast Carcinoma
NADK2	2,4-Dienoyl-CoA Reductase Deficiency
DNAJC21	Malignant neoplasm of breast
DNAJC21	Congenital anemia
DNAJC21	Shwachman syndrome
DNAJC21	Bone Marrow failure syndromes
DNAJC21	Bone marrow failure syndrome 1
DNAJC21	Bone marrow failure syndrome 2
DNAJC21	BONE MARROW FAILURE SYNDROME 3
WDR36	Asthma
WDR36	Glaucoma, Open-Angle
WDR36	Secondary Open Angle Glaucoma
WDR36	Glaucoma, Primary Open Angle
WDR36	Glaucoma 1, Open Angle, G
RIPPLY2	Jarcho-Levin syndrome
RIPPLY2	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 2
RIPPLY2	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3
IRAK1BP1	Sicca Syndrome
IRAK1BP1	Sjogren's Syndrome
CLVS2	Schizophrenia
TAAR1	Schizophrenia
NCOA7	Malignant neoplasm of prostate
B3GAT2	Schizophrenia
CD109	Malignant neoplasm of breast
CD109	Colorectal Carcinoma
CD109	Breast Carcinoma
CD109	Colorectal Cancer
CD109	Neonatal Alloimmune Thrombocytopenia
CD109	FNAITP
TRIM40	Dermatitis, Irritant
MUCL3	Diffuse panbronchiolitis
NOBOX	Premature Ovarian Failure 5
KLF14	Diabetes Mellitus, Non-Insulin-Dependent
ASB10	GLAUCOMA 1, OPEN ANGLE, F (disorder)
MPLKIP	Malignant neoplasm of breast
MPLKIP	Leukodystrophy
MPLKIP	Tricho-thiodystrophy disorder
MPLKIP	Trichorrhexis nodosa syndrome
MPLKIP	Photosensitive Trichothiodystrophy
MPLKIP	Trichothiodystrophy Syndromes
MPLKIP	Amish Brittle Hair Brain Syndrome
MPLKIP	Trichothiodystrophy, Nonphotosensitive 1
ASZ1	Malignant neoplasm of prostate
CCDC26	Glioma
CCDC26	mixed gliomas
CCDC26	Malignant Glioma
ZNF572	Colorectal Cancer
VPS37A	Spastic Paraplegia, Hereditary
VPS37A	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE
NDUFAF6	Leigh Disease
NDUFAF6	Encephalopathy, Subacute Necrotizing, Infantile
NDUFAF6	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFAF6	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFAF6	NADH:Q(1) Oxidoreductase deficiency
ABRA	Cardiomyopathy, Familial Idiopathic
NKX2-6	Double Outlet Right Ventricle
NKX2-6	Tetralogy of Fallot
NKX2-6	Truncus Arteriosus, Persistent
NKX2-6	Interrupted aortic arch
NKX2-6	CONOTRUNCAL ANOMALY FACE SYNDROME
NKX2-6	ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)
NKX2-6	CONOTRUNCAL HEART MALFORMATIONS (disorder)
SGCZ	Amphetamine Addiction
SGCZ	Amphetamine Abuse
ADHFE1	Malignant neoplasm of breast
ADHFE1	Liver Cirrhosis, Experimental
RALYL	Malignant neoplasm of breast
RALYL	Breast Carcinoma
HGSNAT	Mucopolysaccharidosis III
HGSNAT	Retinitis Pigmentosa
HGSNAT	Mucopolysaccharidosis Type IIIA
HGSNAT	MPS III B
HGSNAT	MPS III C
HGSNAT	MPS III D
HGSNAT	RETINITIS PIGMENTOSA 73
PTRH1	Liver Cirrhosis, Experimental
TAF1L	Small cell carcinoma of lung
TAF1L	Adenocarcinoma of lung (disorder)
TAF1L	Malignant neoplasm of prostate
TAF1L	Glioblastoma Multiforme
OR1N1	Malignant neoplasm of breast
BEND2	Juvenile-Onset Still Disease
BEND2	Juvenile arthritis
BEND2	Juvenile psoriatic arthritis
PIH1D3	Kartagener Syndrome
PIH1D3	Polynesian Bronchiectasis
PIH1D3	CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED
AMER1	Nephroblastoma
AMER1	Osteopathia striata cranial sclerosis
AMER1	Bilateral Wilms Tumor
PTCHD1	Profound Mental Retardation
PTCHD1	Mental Retardation, Psychosocial
PTCHD1	Mental deficiency
PTCHD1	Mental Retardation, X-Linked
PTCHD1	Autism Spectrum Disorders
PTCHD1	Mental Retardation, X-Linked 1
FOXR2	Peripheral Nerve Sheath Neoplasm
FOXR2	Perineurioma
RPS4Y2	Spermatogenic Failure, Nonobstructive, Y-Linked
SELENOM	Liver Cirrhosis, Experimental
NEK7	Ovarian Serous Adenocarcinoma
GATA5	Colorectal Carcinoma
GATA5	Tetralogy of Fallot
GATA5	Bicuspid aortic valve
GATA5	Aortic Aneurysm, Thoracic
GATA5	Aortic valve calcification
GATA5	Colorectal Cancer
GATA5	ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)
GATA5	Aortic Valve Disease 1
SLC32A1	Schizophrenia
BPIFA2	Drug abuse
BPIFA2	Organic Mental Disorders, Substance-Induced
BPIFA2	Substance Dependence
BPIFA2	Substance abuse problem
SUN5	SPERMATOGENIC FAILURE 16
MACROD2	Drug abuse
MACROD2	Organic Mental Disorders, Substance-Induced
MACROD2	Substance Dependence
MACROD2	Malignant neoplasm of liver
MACROD2	Substance abuse problem
TMEM37	Anaplastic carcinoma
TMEM37	Carcinoma, Spindle-Cell
TMEM37	Mammary Carcinoma, Animal
NRSN1	Malignant neoplasm of urinary bladder
TRPM6	Adenocarcinoma of lung (disorder)
TRPM6	Large cell carcinoma of lung
TRPM6	Epileptic encephalopathy
TRPM6	Hypomagnesmic tetany
TRPM6	Hypomagnesemia 1, Intestinal
R3HDML	Schizophrenia
SPG19	Spastic Paraplegia, Hereditary
SPG19	SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT (disorder)
DCANP1	Depressive disorder
DCANP1	Unipolar Depression
DCANP1	Major Depressive Disorder
MIB2	Left ventricular noncompaction
SLC34A3	Osteogenesis Imperfecta
SLC34A3	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY
ASB15	Renal Cell Carcinoma
ASB15	Conventional (Clear Cell) Renal Cell Carcinoma
ASB15	Chromophobe Renal Cell Carcinoma
ASB15	Sarcomatoid Renal Cell Carcinoma
ASB15	Collecting Duct Carcinoma of the Kidney
ASB15	Papillary Renal Cell Carcinoma
MPP7	Drug abuse
MPP7	Organic Mental Disorders, Substance-Induced
MPP7	Substance Dependence
MPP7	Substance abuse problem
FRMPD2	Colorectal Cancer
VTI1A	Colorectal Carcinoma
VTI1A	Adenocarcinoma, Basal Cell
VTI1A	Adenocarcinoma, Oxyphilic
VTI1A	Carcinoma, Cribriform
VTI1A	Carcinoma, Granular Cell
VTI1A	Adenocarcinoma, Tubular
VTI1A	Colorectal Cancer
C10orf82	Drug abuse
C10orf82	Organic Mental Disorders, Substance-Induced
C10orf82	Substance Dependence
C10orf82	Substance abuse problem
CACUL1	Colorectal Carcinoma
CACUL1	Colorectal Cancer
SYT9	Colorectal Cancer
LDLRAD3	Drug abuse
LDLRAD3	Organic Mental Disorders, Substance-Induced
LDLRAD3	Substance Dependence
LDLRAD3	Substance abuse problem
OR51E1	Drug abuse
OR51E1	Organic Mental Disorders, Substance-Induced
